#  E (eV)	   dosup(E) 	     dosdw(E)	   Int dos(E)	 EFermi =   15.3007 eV
2.5000E+01	7.7710E-01	1.0900E+00	1.8671E+00	
2.5100E+01	7.8748E-01	1.0900E+00	1.8775E+00	
2.5100E+01	8.1043E-01	1.0700E+00	1.8804E+00	
2.5100E+01	8.3501E-01	1.0500E+00	1.8850E+00	
2.5100E+01	8.4283E-01	1.0200E+00	1.8628E+00	
2.5100E+01	8.3178E-01	9.8500E-01	1.8168E+00	
2.5200E+01	8.2749E-01	9.4700E-01	1.7745E+00	
2.5200E+01	8.2691E-01	9.1000E-01	1.7369E+00	
2.5200E+01	8.2645E-01	8.9200E-01	1.7184E+00	
2.5200E+01	8.2852E-01	8.8400E-01	1.7125E+00	
2.5200E+01	8.3464E-01	9.0100E-01	1.7356E+00	
2.5300E+01	8.4722E-01	9.0600E-01	1.7532E+00	
2.5300E+01	8.9336E-01	1.0100E+00	1.9034E+00	
2.5300E+01	9.2752E-01	9.2000E-01	1.8475E+00	
