#  E (eV)	   dosup(E) 	     dosdw(E)	   Int dos(E)	 EFermi =   15.122 eV
1.3500E+01	1.0219E+01	5.0576E+00	1.5277E+01	
1.3500E+01	1.4201E+01	5.5264E+00	1.9727E+01	
1.3500E+01	1.6456E+01	8.7962E+00	2.5252E+01	
1.3500E+01	1.2908E+01	9.2071E+00	2.2115E+01	
1.3500E+01	9.8244E+00	4.4894E+00	1.4314E+01	
1.3600E+01	1.2410E+01	5.0312E+00	1.7441E+01	
1.3600E+01	1.3879E+01	4.0174E+00	1.7896E+01	
1.3600E+01	8.2690E+00	4.6784E+00	1.2947E+01	
1.3600E+01	9.5065E+00	4.9977E+00	1.4504E+01	
1.3600E+01	2.1476E+01	1.1889E+01	3.3365E+01	
1.3700E+01	1.3874E+01	9.8378E+00	2.3712E+01	
1.3700E+01	1.4969E+01	1.0923E+01	2.5892E+01	
1.3700E+01	1.6407E+01	1.0026E+01	2.6433E+01	
1.3700E+01	1.2264E+01	9.5453E+00	2.1809E+01	
1.3700E+01	1.2555E+01	8.2601E+00	2.0815E+01	
1.3800E+01	1.2926E+01	7.9093E+00	2.0835E+01	
1.3800E+01	1.2939E+01	7.0454E+00	1.9984E+01	
1.3800E+01	1.2337E+01	6.7384E+00	1.9075E+01	
1.3800E+01	1.0200E+01	7.0440E+00	1.7244E+01	
1.3800E+01	9.9545E+00	6.4091E+00	1.6364E+01	
1.3900E+01	7.9503E+00	6.1728E+00	1.4123E+01	
1.3900E+01	6.3920E+00	5.9820E+00	1.2374E+01	
1.3900E+01	6.2472E+00	6.0317E+00	1.2279E+01	
1.3900E+01	6.1325E+00	6.5397E+00	1.2672E+01	
1.3900E+01	5.2634E+00	5.7713E+00	1.1035E+01	
1.4000E+01	3.6722E+00	5.7391E+00	9.4113E+00	
1.4000E+01	4.5452E+00	7.6876E+00	1.2233E+01	
1.4000E+01	4.2083E+00	7.0594E+00	1.1268E+01	
1.4000E+01	5.0962E+00	7.5887E+00	1.2685E+01	
1.4000E+01	5.4012E+00	5.9339E+00	1.1335E+01	
1.4100E+01	7.0945E+00	5.2384E+00	1.2333E+01	
1.4100E+01	8.4672E+00	5.6588E+00	1.4126E+01	
1.4100E+01	7.9478E+00	5.8320E+00	1.3780E+01	
1.4100E+01	7.8451E+00	6.3429E+00	1.4188E+01	
1.4100E+01	8.4279E+00	6.1754E+00	1.4603E+01	
1.4200E+01	8.0075E+00	6.3214E+00	1.4329E+01	
1.4200E+01	5.7074E+00	8.2508E+00	1.3958E+01	
1.4200E+01	5.4934E+00	6.6807E+00	1.2174E+01	
1.4200E+01	4.4173E+00	6.3036E+00	1.0721E+01	
1.4200E+01	5.4183E+00	9.2683E+00	1.4687E+01	
1.4300E+01	4.7098E+00	8.7265E+00	1.3436E+01	
1.4300E+01	4.2570E+00	6.9123E+00	1.1169E+01	
1.4300E+01	3.2812E+00	6.0414E+00	9.3226E+00	
1.4300E+01	4.1718E+00	6.8925E+00	1.1064E+01	
1.4300E+01	3.8402E+00	8.9232E+00	1.2763E+01	
1.4400E+01	2.2734E+00	6.2792E+00	8.5526E+00	
1.4400E+01	2.5525E+00	6.3804E+00	8.9329E+00	
1.4400E+01	2.2136E+00	6.4720E+00	8.6856E+00	
1.4400E+01	4.2408E+00	9.6262E+00	1.3867E+01	
1.4400E+01	4.2579E+00	8.0173E+00	1.2275E+01	
1.4500E+01	4.3767E+00	9.7888E+00	1.4166E+01	
1.4500E+01	4.1182E+00	9.8459E+00	1.3964E+01	
1.4500E+01	4.4359E+00	1.2135E+01	1.6571E+01	
1.4500E+01	4.2193E+00	1.1679E+01	1.5898E+01	
1.4500E+01	3.0400E+00	8.3529E+00	1.1393E+01	
1.4600E+01	2.8230E+00	6.0615E+00	8.8845E+00	
1.4600E+01	2.7095E+00	4.4086E+00	7.1181E+00	
1.4600E+01	2.4750E+00	3.6554E+00	6.1304E+00	
1.4600E+01	2.3566E+00	3.1603E+00	5.5169E+00	
1.4600E+01	2.0441E+00	4.3059E+00	6.3500E+00	
1.4700E+01	2.2745E+00	5.0016E+00	7.2761E+00	
1.4700E+01	2.2511E+00	7.8844E+00	1.0136E+01	
1.4700E+01	2.6783E+00	7.7053E+00	1.0384E+01	
1.4700E+01	2.7977E+00	5.1097E+00	7.9074E+00	
1.4700E+01	2.8421E+00	4.8319E+00	7.6740E+00	
1.4800E+01	2.8454E+00	6.0570E+00	8.9024E+00	
1.4800E+01	2.6501E+00	5.3170E+00	7.9671E+00	
1.4800E+01	2.8140E+00	6.0094E+00	8.8234E+00	
1.4800E+01	2.8288E+00	5.9938E+00	8.8226E+00	
1.4800E+01	3.6841E+00	5.1081E+00	8.7922E+00	
1.4900E+01	4.3053E+00	5.2074E+00	9.5127E+00	
1.4900E+01	4.0587E+00	4.8458E+00	8.9045E+00	
1.4900E+01	4.0227E+00	5.1445E+00	9.1672E+00	
1.4900E+01	3.5649E+00	3.7623E+00	7.3272E+00	
1.4900E+01	3.7290E+00	8.0293E+00	1.1758E+01	
1.5000E+01	3.5203E+00	7.6337E+00	1.1154E+01	
1.5000E+01	3.6409E+00	9.0338E+00	1.2675E+01	
1.5000E+01	3.4179E+00	5.7584E+00	9.1763E+00	
1.5000E+01	3.8583E+00	4.0434E+00	7.9017E+00	
1.5000E+01	3.7836E+00	2.9910E+00	6.7746E+00	
1.5100E+01	3.6031E+00	2.1275E+00	5.7306E+00	
1.5100E+01	3.1779E+00	1.6604E+00	4.8383E+00	
1.5100E+01	3.0497E+00	1.3293E+00	4.3790E+00	
1.5100E+01	3.0177E+00	1.0679E+00	4.0856E+00	
1.5100E+01	2.9812E+00	9.9908E-01	3.9803E+00	
1.5200E+01	3.0327E+00	1.0671E+00	4.0998E+00	
1.5200E+01	2.6610E+00	9.9683E-01	3.6578E+00	
1.5200E+01	2.1219E+00	7.4198E-01	2.8639E+00	
1.5200E+01	1.8586E+00	9.1108E-01	2.7697E+00	
1.5200E+01	1.7855E+00	8.7462E-01	2.6601E+00	
1.5300E+01	1.9493E+00	1.0994E+00	3.0487E+00	
1.5300E+01	1.9801E+00	1.3175E+00	3.2976E+00	
1.5300E+01	2.0897E+00	2.0444E+00	4.1341E+00	
1.5300E+01	2.0881E+00	2.0883E+00	4.1764E+00	
1.5300E+01	2.0652E+00	2.2439E+00	4.3091E+00	
1.5400E+01	2.2622E+00	2.2635E+00	4.5257E+00	
1.5400E+01	2.6585E+00	4.4860E+00	7.1445E+00	
1.5400E+01	2.8137E+00	3.9398E+00	6.7535E+00	
1.5400E+01	2.6036E+00	3.5648E+00	6.1684E+00	
1.5400E+01	2.6927E+00	4.0311E+00	6.7238E+00	
1.5500E+01	2.8576E+00	4.0576E+00	6.9152E+00	
1.5500E+01	2.9692E+00	4.9824E+00	7.9516E+00	
1.5500E+01	3.4874E+00	6.5529E+00	1.0040E+01	
1.5500E+01	2.8129E+00	5.5907E+00	8.4036E+00	
1.5500E+01	2.4452E+00	5.8078E+00	8.2530E+00	
1.5600E+01	2.4378E+00	6.6724E+00	9.1102E+00	
1.5600E+01	2.4691E+00	7.2600E+00	9.7291E+00	
1.5600E+01	2.6389E+00	7.8022E+00	1.0441E+01	
1.5600E+01	2.4958E+00	8.0758E+00	1.0572E+01	
1.5600E+01	2.3366E+00	7.2938E+00	9.6304E+00	
1.5700E+01	2.6933E+00	9.7745E+00	1.2468E+01	
1.5700E+01	1.7511E+00	9.1732E+00	1.0924E+01	
1.5700E+01	2.1073E+00	8.8657E+00	1.0973E+01	
1.5700E+01	2.3257E+00	9.4005E+00	1.1726E+01	
1.5700E+01	2.0069E+00	1.0013E+01	1.2020E+01	
1.5800E+01	1.8988E+00	1.0911E+01	1.2810E+01	
1.5800E+01	1.9889E+00	1.2632E+01	1.4621E+01	
1.5800E+01	2.9029E+00	1.4620E+01	1.7523E+01	
1.5800E+01	2.3913E+00	1.3879E+01	1.6270E+01	
1.5800E+01	2.1094E+00	1.2873E+01	1.4982E+01	
1.5900E+01	2.1354E+00	1.1863E+01	1.3998E+01	
1.5900E+01	2.5630E+00	9.0119E+00	1.1575E+01	
1.5900E+01	2.3526E+00	1.1398E+01	1.3751E+01	
1.5900E+01	1.5665E+00	1.0079E+01	1.1646E+01	
1.5900E+01	1.7457E+00	1.1198E+01	1.2944E+01	
1.6000E+01	1.5312E+00	1.4073E+01	1.5604E+01	
1.6000E+01	1.8868E+00	1.4771E+01	1.6658E+01	
1.6000E+01	1.7020E+00	1.2079E+01	1.3781E+01	
1.6000E+01	2.0080E+00	1.3331E+01	1.5339E+01	
1.6000E+01	1.8149E+00	1.7710E+01	1.9525E+01	
1.6100E+01	1.9754E+00	1.6279E+01	1.8254E+01	
1.6100E+01	2.5868E+00	1.5921E+01	1.8508E+01	
1.6100E+01	1.9569E+00	9.9775E+00	1.1934E+01	
1.6100E+01	1.9408E+00	1.1660E+01	1.3601E+01	
1.6100E+01	2.0933E+00	1.3028E+01	1.5121E+01	
1.6200E+01	2.0189E+00	1.0814E+01	1.2833E+01	
1.6200E+01	2.3888E+00	1.2486E+01	1.4875E+01	
1.6200E+01	2.2786E+00	1.2157E+01	1.4436E+01	
1.6200E+01	1.9948E+00	1.1035E+01	1.3030E+01	
1.6200E+01	2.0706E+00	1.1534E+01	1.3605E+01	
1.6300E+01	2.2342E+00	1.3933E+01	1.6167E+01	
1.6300E+01	2.0753E+00	1.5323E+01	1.7398E+01	
1.6300E+01	1.7598E+00	1.5069E+01	1.6829E+01	
1.6300E+01	1.6910E+00	1.2880E+01	1.4571E+01	
1.6300E+01	1.6206E+00	1.0085E+01	1.1706E+01	
1.6400E+01	1.5563E+00	5.4580E+00	7.0143E+00	
1.6400E+01	1.3967E+00	4.3030E+00	5.6997E+00	
1.6400E+01	1.4314E+00	3.2968E+00	4.7282E+00	
1.6400E+01	1.5772E+00	3.3656E+00	4.9428E+00	
1.6400E+01	1.6398E+00	3.0981E+00	4.7379E+00	
1.6500E+01	1.7015E+00	2.6566E+00	4.3581E+00	
1.6500E+01	1.8343E+00	2.5348E+00	4.3691E+00	
1.6500E+01	1.9329E+00	2.3158E+00	4.2487E+00	
1.6500E+01	2.0570E+00	2.3538E+00	4.4108E+00	
1.6500E+01	2.0915E+00	2.5323E+00	4.6238E+00	
1.6600E+01	1.9658E+00	2.5398E+00	4.5056E+00	
1.6600E+01	1.8721E+00	2.7749E+00	4.6470E+00	
1.6600E+01	1.8107E+00	4.2925E+00	6.1032E+00	
1.6600E+01	1.5532E+00	8.7333E+00	1.0287E+01	
1.6600E+01	1.2795E+00	8.4512E+00	9.7307E+00	
1.6700E+01	1.5345E+00	8.4242E+00	9.9587E+00	
1.6700E+01	1.6573E+00	7.4087E+00	9.0660E+00	
1.6700E+01	1.4779E+00	7.8188E+00	9.2967E+00	
1.6700E+01	1.4566E+00	7.2799E+00	8.7365E+00	
1.6700E+01	1.4705E+00	5.7399E+00	7.2104E+00	
1.6800E+01	1.3108E+00	4.2408E+00	5.5516E+00	
1.6800E+01	1.2955E+00	3.3261E+00	4.6216E+00	
1.6800E+01	1.3721E+00	3.1323E+00	4.5044E+00	
1.6800E+01	1.4953E+00	2.9322E+00	4.4275E+00	
1.6800E+01	1.6369E+00	2.8869E+00	4.5238E+00	
1.6900E+01	1.7444E+00	2.8699E+00	4.6143E+00	
1.6900E+01	2.0620E+00	2.9850E+00	5.0470E+00	
1.6900E+01	2.0823E+00	3.2101E+00	5.2924E+00	
1.6900E+01	2.2276E+00	3.3677E+00	5.5953E+00	
1.6900E+01	2.0208E+00	3.4694E+00	5.4902E+00	
1.7000E+01	1.7287E+00	3.5981E+00	5.3268E+00	
1.7000E+01	1.5474E+00	4.3106E+00	5.8580E+00	
1.7000E+01	1.5324E+00	4.1831E+00	5.7155E+00	
1.7000E+01	1.5508E+00	4.4427E+00	5.9935E+00	
1.7000E+01	1.4916E+00	4.3307E+00	5.8223E+00	
1.7100E+01	1.5148E+00	4.2730E+00	5.7878E+00	
1.7100E+01	1.5370E+00	3.9683E+00	5.5053E+00	
1.7100E+01	1.5128E+00	3.5844E+00	5.0972E+00	
1.7100E+01	1.5090E+00	3.3221E+00	4.8311E+00	
1.7100E+01	1.5251E+00	3.0358E+00	4.5609E+00	
1.7200E+01	1.5458E+00	2.9757E+00	4.5215E+00	
1.7200E+01	1.5199E+00	3.2863E+00	4.8062E+00	
1.7200E+01	1.5579E+00	3.4302E+00	4.9881E+00	
1.7200E+01	1.5826E+00	3.5119E+00	5.0945E+00	
1.7200E+01	1.7019E+00	3.8334E+00	5.5353E+00	
1.7300E+01	1.7565E+00	4.0936E+00	5.8501E+00	
1.7300E+01	1.8083E+00	4.0646E+00	5.8729E+00	
1.7300E+01	1.7024E+00	3.6961E+00	5.3985E+00	
1.7300E+01	1.5849E+00	3.4948E+00	5.0797E+00	
1.7300E+01	1.4755E+00	3.3796E+00	4.8551E+00	
1.7400E+01	1.5652E+00	3.3878E+00	4.9530E+00	
1.7400E+01	1.7233E+00	3.3079E+00	5.0312E+00	
1.7400E+01	1.6309E+00	3.0996E+00	4.7305E+00	
1.7400E+01	1.5416E+00	2.7876E+00	4.3292E+00	
1.7400E+01	1.5855E+00	2.6468E+00	4.2323E+00	
1.7500E+01	1.5975E+00	2.6065E+00	4.2040E+00	
1.7500E+01	1.5012E+00	2.4483E+00	3.9495E+00	
1.7500E+01	1.4629E+00	2.4048E+00	3.8677E+00	
1.7500E+01	1.4668E+00	2.4214E+00	3.8882E+00	
1.7500E+01	1.4742E+00	2.4849E+00	3.9591E+00	
1.7600E+01	1.5011E+00	2.5408E+00	4.0419E+00	
1.7600E+01	1.4849E+00	2.5086E+00	3.9935E+00	
1.7600E+01	1.4988E+00	2.5659E+00	4.0647E+00	
1.7600E+01	1.5465E+00	2.6471E+00	4.1936E+00	
1.7600E+01	1.5804E+00	2.6042E+00	4.1846E+00	
1.7700E+01	1.7088E+00	2.5867E+00	4.2955E+00	
1.7700E+01	1.7256E+00	2.5203E+00	4.2459E+00	
1.7700E+01	1.7081E+00	2.4518E+00	4.1599E+00	
1.7700E+01	1.6424E+00	2.4637E+00	4.1061E+00	
1.7700E+01	1.5920E+00	2.3894E+00	3.9814E+00	
1.7800E+01	1.5489E+00	2.3187E+00	3.8676E+00	
1.7800E+01	1.5324E+00	2.3089E+00	3.8413E+00	
1.7800E+01	1.4454E+00	2.1261E+00	3.5715E+00	
1.7800E+01	1.3823E+00	2.1129E+00	3.4952E+00	
1.7800E+01	1.3632E+00	2.1015E+00	3.4647E+00	
1.7900E+01	1.4375E+00	2.1548E+00	3.5923E+00	
1.7900E+01	1.5068E+00	2.1505E+00	3.6573E+00	
1.7900E+01	1.5024E+00	2.6199E+00	4.1223E+00	
1.7900E+01	1.4880E+00	2.6594E+00	4.1474E+00	
1.7900E+01	1.4909E+00	2.4765E+00	3.9674E+00	
1.8000E+01	1.4998E+00	2.4754E+00	3.9752E+00	
1.8000E+01	1.4990E+00	2.4445E+00	3.9435E+00	
1.8000E+01	1.4701E+00	2.5827E+00	4.0528E+00	
1.8000E+01	1.5107E+00	2.4646E+00	3.9753E+00	
1.8000E+01	1.4597E+00	2.4267E+00	3.8864E+00	
1.8100E+01	1.4559E+00	2.4595E+00	3.9154E+00	
1.8100E+01	1.4476E+00	2.4280E+00	3.8756E+00	
1.8100E+01	1.4510E+00	2.3228E+00	3.7738E+00	
1.8100E+01	1.4776E+00	2.1352E+00	3.6128E+00	
1.8100E+01	1.5213E+00	2.1011E+00	3.6224E+00	
1.8200E+01	1.5449E+00	2.0191E+00	3.5640E+00	
1.8200E+01	1.4513E+00	1.8660E+00	3.3173E+00	
1.8200E+01	1.4332E+00	1.8434E+00	3.2766E+00	
1.8200E+01	1.4096E+00	1.8368E+00	3.2464E+00	
1.8200E+01	1.3922E+00	1.8171E+00	3.2093E+00	
1.8300E+01	1.5125E+00	1.8230E+00	3.3355E+00	
1.8300E+01	1.7503E+00	1.8674E+00	3.6177E+00	
1.8300E+01	2.0235E+00	1.9289E+00	3.9524E+00	
1.8300E+01	2.0646E+00	1.9150E+00	3.9796E+00	
1.8300E+01	2.1087E+00	1.8773E+00	3.9860E+00	
1.8400E+01	1.9890E+00	1.8219E+00	3.8109E+00	
1.8400E+01	1.8581E+00	1.7570E+00	3.6151E+00	
1.8400E+01	1.8529E+00	1.7110E+00	3.5639E+00	
1.8400E+01	1.8422E+00	1.7029E+00	3.5451E+00	
1.8400E+01	1.9105E+00	1.7325E+00	3.6430E+00	
1.8500E+01	2.0293E+00	1.8543E+00	3.8836E+00	
1.8500E+01	2.0960E+00	1.9040E+00	4.0000E+00	
1.8500E+01	2.1463E+00	1.9312E+00	4.0775E+00	
1.8500E+01	2.1632E+00	1.9715E+00	4.1347E+00	
1.8500E+01	2.1826E+00	2.0044E+00	4.1870E+00	
1.8600E+01	2.1672E+00	2.0367E+00	4.2039E+00	
1.8600E+01	2.1818E+00	2.0470E+00	4.2288E+00	
1.8600E+01	2.2558E+00	2.0973E+00	4.3531E+00	
1.8600E+01	2.3060E+00	2.1164E+00	4.4224E+00	
1.8600E+01	2.3089E+00	2.1283E+00	4.4372E+00	
1.8700E+01	2.2552E+00	2.1938E+00	4.4490E+00	
1.8700E+01	2.2469E+00	2.2005E+00	4.4474E+00	
1.8700E+01	2.1329E+00	2.1462E+00	4.2791E+00	
1.8700E+01	2.1284E+00	2.2208E+00	4.3492E+00	
1.8700E+01	2.1488E+00	2.3102E+00	4.4590E+00	
1.8800E+01	2.1543E+00	2.4652E+00	4.6195E+00	
1.8800E+01	2.0939E+00	2.3857E+00	4.4796E+00	
1.8800E+01	2.0124E+00	2.2824E+00	4.2948E+00	
1.8800E+01	1.9708E+00	2.1919E+00	4.1627E+00	
1.8800E+01	1.9516E+00	2.0829E+00	4.0345E+00	
1.8900E+01	1.9241E+00	2.0303E+00	3.9544E+00	
1.8900E+01	1.9154E+00	1.9037E+00	3.8191E+00	
1.8900E+01	1.8852E+00	1.7752E+00	3.6604E+00	
1.8900E+01	1.8519E+00	1.6560E+00	3.5079E+00	
1.8900E+01	1.8234E+00	1.6385E+00	3.4619E+00	
1.9000E+01	1.9082E+00	1.7840E+00	3.6922E+00	
1.9000E+01	1.8218E+00	1.7945E+00	3.6163E+00	
1.9000E+01	1.7779E+00	1.7744E+00	3.5523E+00	
1.9000E+01	1.7637E+00	2.0475E+00	3.8112E+00	
1.9000E+01	1.7334E+00	2.1525E+00	3.8859E+00	
1.9100E+01	1.6927E+00	2.1780E+00	3.8707E+00	
1.9100E+01	1.6774E+00	2.2480E+00	3.9254E+00	
1.9100E+01	1.7383E+00	2.3051E+00	4.0434E+00	
1.9100E+01	1.7680E+00	2.3305E+00	4.0985E+00	
1.9100E+01	1.7474E+00	2.3248E+00	4.0722E+00	
1.9200E+01	1.7988E+00	2.4988E+00	4.2976E+00	
1.9200E+01	1.7680E+00	2.5575E+00	4.3255E+00	
1.9200E+01	1.6901E+00	2.4811E+00	4.1712E+00	
1.9200E+01	1.7117E+00	2.5448E+00	4.2565E+00	
1.9200E+01	1.7669E+00	2.5820E+00	4.3489E+00	
1.9300E+01	1.8595E+00	2.6519E+00	4.5114E+00	
1.9300E+01	1.9282E+00	2.7818E+00	4.7100E+00	
1.9300E+01	1.9771E+00	2.7341E+00	4.7112E+00	
1.9300E+01	2.1493E+00	2.5947E+00	4.7440E+00	
1.9300E+01	2.1072E+00	2.5431E+00	4.6503E+00	
1.9400E+01	2.0111E+00	2.4435E+00	4.4546E+00	
1.9400E+01	1.9945E+00	2.3825E+00	4.3770E+00	
1.9400E+01	1.9439E+00	2.3345E+00	4.2784E+00	
1.9400E+01	1.8313E+00	2.3183E+00	4.1496E+00	
1.9400E+01	1.8073E+00	2.3603E+00	4.1676E+00	
1.9500E+01	1.8671E+00	2.3066E+00	4.1737E+00	
1.9500E+01	1.9159E+00	2.2679E+00	4.1838E+00	
1.9500E+01	1.9262E+00	2.2422E+00	4.1684E+00	
1.9500E+01	1.9851E+00	2.1901E+00	4.1752E+00	
1.9500E+01	2.0110E+00	2.0584E+00	4.0694E+00	
1.9600E+01	2.1141E+00	1.9769E+00	4.0910E+00	
1.9600E+01	2.1954E+00	1.9153E+00	4.1107E+00	
1.9600E+01	2.2072E+00	1.8759E+00	4.0831E+00	
1.9600E+01	2.2460E+00	1.8370E+00	4.0830E+00	
1.9600E+01	2.2884E+00	1.8311E+00	4.1195E+00	
1.9700E+01	2.3050E+00	1.8448E+00	4.1498E+00	
1.9700E+01	2.2208E+00	1.7618E+00	3.9826E+00	
1.9700E+01	2.2187E+00	1.7268E+00	3.9455E+00	
1.9700E+01	2.2366E+00	1.7130E+00	3.9496E+00	
1.9700E+01	2.2644E+00	1.6589E+00	3.9233E+00	
1.9800E+01	2.2822E+00	1.6171E+00	3.8993E+00	
1.9800E+01	2.2690E+00	1.5966E+00	3.8656E+00	
1.9800E+01	2.2986E+00	1.5840E+00	3.8826E+00	
1.9800E+01	2.2651E+00	1.5499E+00	3.8150E+00	
1.9800E+01	2.2432E+00	1.5377E+00	3.7809E+00	
1.9900E+01	2.1512E+00	1.5057E+00	3.6569E+00	
1.9900E+01	2.1188E+00	1.5167E+00	3.6355E+00	
1.9900E+01	2.0844E+00	1.4994E+00	3.5838E+00	
1.9900E+01	2.0534E+00	1.5483E+00	3.6017E+00	
1.9900E+01	2.0250E+00	1.6227E+00	3.6477E+00	
2.0000E+01	1.9591E+00	1.7461E+00	3.7052E+00	
2.0000E+01	1.8947E+00	1.8228E+00	3.7175E+00	
2.0000E+01	1.8537E+00	1.8556E+00	3.7093E+00	
2.0000E+01	1.8402E+00	1.9485E+00	3.7887E+00	
2.0000E+01	1.8392E+00	2.0267E+00	3.8659E+00	
2.0100E+01	1.8648E+00	2.1123E+00	3.9771E+00	
2.0100E+01	1.8540E+00	2.0922E+00	3.9462E+00	
2.0100E+01	1.8466E+00	2.1215E+00	3.9681E+00	
2.0100E+01	1.8211E+00	2.2014E+00	4.0225E+00	
2.0100E+01	1.8040E+00	2.2931E+00	4.0971E+00	
2.0200E+01	1.7848E+00	2.2678E+00	4.0526E+00	
2.0200E+01	1.7939E+00	2.2687E+00	4.0626E+00	
2.0200E+01	1.7922E+00	2.2488E+00	4.0410E+00	
2.0200E+01	1.7720E+00	2.2070E+00	3.9790E+00	
2.0200E+01	1.7589E+00	2.2085E+00	3.9674E+00	
2.0300E+01	1.7607E+00	2.2275E+00	3.9882E+00	
2.0300E+01	1.6983E+00	2.1838E+00	3.8821E+00	
2.0300E+01	1.6468E+00	2.1729E+00	3.8197E+00	
2.0300E+01	1.6441E+00	2.1864E+00	3.8305E+00	
2.0300E+01	1.9328E+00	2.2108E+00	4.1436E+00	
2.0400E+01	1.5467E+00	2.1837E+00	3.7304E+00	
2.0400E+01	1.4168E+00	2.1548E+00	3.5716E+00	
2.0400E+01	1.3505E+00	2.1335E+00	3.4840E+00	
2.0400E+01	1.3295E+00	2.1211E+00	3.4506E+00	
2.0400E+01	1.2707E+00	2.1246E+00	3.3953E+00	
2.0500E+01	1.2479E+00	2.1533E+00	3.4012E+00	
2.0500E+01	1.2832E+00	2.1948E+00	3.4780E+00	
2.0500E+01	1.3597E+00	2.2580E+00	3.6177E+00	
2.0500E+01	1.3964E+00	2.2416E+00	3.6380E+00	
2.0500E+01	1.4096E+00	2.1818E+00	3.5914E+00	
2.0600E+01	1.3923E+00	2.0554E+00	3.4477E+00	
2.0600E+01	1.3743E+00	1.9527E+00	3.3270E+00	
2.0600E+01	1.3782E+00	1.9093E+00	3.2875E+00	
2.0600E+01	1.4367E+00	1.9606E+00	3.3973E+00	
2.0600E+01	1.6154E+00	2.0200E+00	3.6354E+00	
2.0700E+01	1.7072E+00	2.0387E+00	3.7459E+00	
2.0700E+01	1.7780E+00	2.0568E+00	3.8348E+00	
2.0700E+01	1.8548E+00	2.1262E+00	3.9810E+00	
2.0700E+01	1.8688E+00	1.8184E+00	3.6872E+00	
2.0700E+01	2.0988E+00	1.7817E+00	3.8805E+00	
2.0800E+01	2.3097E+00	1.8404E+00	4.1501E+00	
2.0800E+01	2.3088E+00	1.8147E+00	4.1235E+00	
2.0800E+01	2.1794E+00	1.7778E+00	3.9572E+00	
2.0800E+01	2.0221E+00	1.7058E+00	3.7279E+00	
2.0800E+01	1.9941E+00	1.6963E+00	3.6904E+00	
2.0900E+01	1.9514E+00	1.6098E+00	3.5612E+00	
2.0900E+01	1.8657E+00	1.5424E+00	3.4081E+00	
2.0900E+01	1.7873E+00	1.4696E+00	3.2569E+00	
2.0900E+01	1.8268E+00	1.4377E+00	3.2645E+00	
2.0900E+01	1.7815E+00	1.4270E+00	3.2085E+00	
2.1000E+01	1.7911E+00	1.4771E+00	3.2682E+00	
2.1000E+01	1.7919E+00	1.5245E+00	3.3164E+00	
2.1000E+01	1.7701E+00	1.5133E+00	3.2834E+00	
2.1000E+01	2.0269E+00	1.4930E+00	3.5199E+00	
2.1000E+01	1.6746E+00	1.4325E+00	3.1071E+00	
2.1100E+01	1.5541E+00	1.5079E+00	3.0620E+00	
2.1100E+01	1.5437E+00	1.6177E+00	3.1614E+00	
2.1100E+01	1.5457E+00	1.7444E+00	3.2901E+00	
2.1100E+01	1.4856E+00	1.9245E+00	3.4101E+00	
2.1100E+01	1.4255E+00	1.9471E+00	3.3726E+00	
2.1200E+01	1.4665E+00	1.8596E+00	3.3261E+00	
2.1200E+01	1.4008E+00	1.9105E+00	3.3113E+00	
2.1200E+01	1.4296E+00	2.0310E+00	3.4606E+00	
2.1200E+01	1.4721E+00	2.0324E+00	3.5045E+00	
2.1200E+01	1.5677E+00	2.0123E+00	3.5800E+00	
2.1300E+01	1.5579E+00	2.0313E+00	3.5892E+00	
2.1300E+01	1.6431E+00	1.8463E+00	3.4894E+00	
2.1300E+01	1.7375E+00	1.7580E+00	3.4955E+00	
2.1300E+01	1.8279E+00	1.7448E+00	3.5727E+00	
2.1300E+01	2.0026E+00	1.7982E+00	3.8008E+00	
2.1400E+01	2.0377E+00	1.8079E+00	3.8456E+00	
2.1400E+01	2.0548E+00	1.8020E+00	3.8568E+00	
2.1400E+01	1.9783E+00	1.7769E+00	3.7552E+00	
2.1400E+01	2.0039E+00	1.8560E+00	3.8599E+00	
2.1400E+01	1.9303E+00	1.8175E+00	3.7478E+00	
2.1500E+01	1.7605E+00	1.7586E+00	3.5191E+00	
2.1500E+01	1.6689E+00	1.7462E+00	3.4151E+00	
2.1500E+01	1.6704E+00	1.8103E+00	3.4807E+00	
2.1500E+01	1.6289E+00	1.7549E+00	3.3838E+00	
2.1500E+01	1.5445E+00	1.7923E+00	3.3368E+00	
2.1600E+01	1.5469E+00	1.8729E+00	3.4198E+00	
2.1600E+01	1.5017E+00	1.8627E+00	3.3644E+00	
2.1600E+01	1.5806E+00	1.8385E+00	3.4191E+00	
2.1600E+01	1.5730E+00	1.8717E+00	3.4447E+00	
2.1600E+01	1.5950E+00	1.8228E+00	3.4178E+00	
2.1700E+01	1.5964E+00	1.6918E+00	3.2882E+00	
2.1700E+01	1.5310E+00	1.5626E+00	3.0936E+00	
2.1700E+01	1.4510E+00	1.3572E+00	2.8082E+00	
2.1700E+01	1.4734E+00	1.2975E+00	2.7709E+00	
2.1700E+01	1.4918E+00	1.2949E+00	2.7867E+00	
2.1800E+01	1.5052E+00	1.2753E+00	2.7805E+00	
2.1800E+01	1.4720E+00	1.3419E+00	2.8139E+00	
2.1800E+01	1.5292E+00	1.4594E+00	2.9886E+00	
2.1800E+01	1.6053E+00	1.6536E+00	3.2589E+00	
2.1800E+01	1.5747E+00	1.6046E+00	3.1793E+00	
2.1900E+01	1.5446E+00	1.6525E+00	3.1971E+00	
2.1900E+01	1.4925E+00	1.7610E+00	3.2535E+00	
