#  E (eV)	   dosup(E) 	     dosdw(E)	   Int dos(E)	 EFermi =   15.2027 eV
2.1700E+01	5.4785E-01	4.0600E-01	9.5385E-01	
2.1700E+01	5.0788E-01	3.8900E-01	8.9688E-01	
2.1800E+01	4.6777E-01	3.8000E-01	8.4777E-01	
2.1800E+01	4.2486E-01	3.7900E-01	8.0386E-01	
2.1800E+01	3.7408E-01	3.9100E-01	7.6508E-01	
2.1800E+01	3.3418E-01	4.1400E-01	7.4818E-01	
2.1800E+01	3.0810E-01	4.4200E-01	7.5010E-01	
2.1900E+01	2.9753E-01	4.7400E-01	7.7153E-01	
2.1900E+01	2.9820E-01	5.0700E-01	8.0520E-01	
2.1900E+01	3.1169E-01	5.5000E-01	8.6169E-01	
2.1900E+01	3.2866E-01	6.0400E-01	9.3266E-01	
2.1900E+01	3.4087E-01	6.5100E-01	9.9187E-01	
2.2000E+01	3.5655E-01	6.5500E-01	1.0115E+00	
2.2000E+01	3.7954E-01	6.6600E-01	1.0455E+00	
2.2000E+01	4.1175E-01	6.8200E-01	1.0937E+00	
2.2000E+01	4.5485E-01	7.0100E-01	1.1558E+00	
2.2000E+01	5.1304E-01	7.2700E-01	1.2400E+00	
2.2100E+01	5.6675E-01	7.6500E-01	1.3317E+00	
2.2100E+01	5.8616E-01	7.9400E-01	1.3802E+00	
2.2100E+01	5.7607E-01	8.1300E-01	1.3891E+00	
2.2100E+01	5.8300E-01	8.1900E-01	1.4020E+00	
2.2100E+01	6.0906E-01	7.9800E-01	1.4071E+00	
2.2200E+01	6.3945E-01	7.8100E-01	1.4205E+00	
2.2200E+01	7.1470E-01	7.6800E-01	1.4827E+00	
2.2200E+01	8.0952E-01	6.1700E-01	1.4265E+00	
2.2200E+01	8.1240E-01	5.6100E-01	1.3734E+00	
2.2200E+01	8.2190E-01	5.2900E-01	1.3509E+00	
2.2300E+01	7.7339E-01	4.9200E-01	1.2654E+00	
2.2300E+01	7.1768E-01	4.5800E-01	1.1757E+00	
2.2300E+01	6.7918E-01	4.3300E-01	1.1122E+00	
2.2300E+01	6.9818E-01	4.1900E-01	1.1172E+00	
2.2300E+01	6.4339E-01	4.1500E-01	1.0584E+00	
2.2400E+01	6.0538E-01	4.2700E-01	1.0324E+00	
2.2400E+01	6.0489E-01	4.6300E-01	1.0679E+00	
2.2400E+01	6.0801E-01	5.0800E-01	1.1160E+00	
2.2400E+01	6.1534E-01	5.7900E-01	1.1943E+00	
2.2400E+01	6.2197E-01	6.4500E-01	1.2670E+00	
2.2500E+01	6.2816E-01	6.9300E-01	1.3212E+00	
2.2500E+01	6.3281E-01	7.7600E-01	1.4088E+00	
2.2500E+01	6.3856E-01	7.4400E-01	1.3826E+00	
2.2500E+01	6.5099E-01	7.9900E-01	1.4500E+00	
2.2500E+01	6.7113E-01	8.7600E-01	1.5471E+00	
2.2600E+01	6.9217E-01	9.2800E-01	1.6202E+00	
2.2600E+01	7.1111E-01	1.0700E+00	1.7811E+00	
2.2600E+01	7.3152E-01	1.0800E+00	1.8115E+00	
2.2600E+01	7.4536E-01	9.6300E-01	1.7084E+00	
2.2600E+01	7.7868E-01	9.5300E-01	1.7317E+00	
2.2700E+01	8.6206E-01	9.4000E-01	1.8021E+00	
2.2700E+01	8.4611E-01	9.4800E-01	1.7941E+00	
2.2700E+01	8.3866E-01	8.1200E-01	1.6507E+00	
2.2700E+01	8.3686E-01	7.6400E-01	1.6009E+00	
2.2700E+01	7.9962E-01	7.0900E-01	1.5086E+00	
2.2800E+01	7.7672E-01	6.5200E-01	1.4287E+00	
2.2800E+01	8.7513E-01	6.4400E-01	1.5191E+00	
2.2800E+01	9.0576E-01	6.5500E-01	1.5608E+00	
2.2800E+01	8.5225E-01	6.6900E-01	1.5212E+00	
2.2800E+01	7.6747E-01	6.9300E-01	1.4605E+00	
2.2900E+01	6.9682E-01	7.1600E-01	1.4128E+00	
2.2900E+01	6.4771E-01	7.2200E-01	1.3697E+00	
2.2900E+01	6.3247E-01	7.1100E-01	1.3435E+00	
2.2900E+01	6.3606E-01	6.7800E-01	1.3141E+00	
2.2900E+01	6.4689E-01	6.6500E-01	1.3119E+00	
2.3000E+01	6.7785E-01	7.1900E-01	1.3969E+00	
2.3000E+01	7.1655E-01	8.0300E-01	1.5196E+00	
2.3000E+01	7.4395E-01	9.0000E-01	1.6439E+00	
2.3000E+01	7.4132E-01	1.0200E+00	1.7613E+00	
2.3000E+01	7.3957E-01	1.0300E+00	1.7696E+00	
2.3100E+01	7.5714E-01	9.9700E-01	1.7541E+00	
2.3100E+01	7.7748E-01	9.3000E-01	1.7075E+00	
2.3100E+01	7.8781E-01	8.6400E-01	1.6518E+00	
2.3100E+01	7.8940E-01	8.3300E-01	1.6224E+00	
2.3100E+01	7.8289E-01	8.1200E-01	1.5949E+00	
2.3200E+01	7.7429E-01	7.6000E-01	1.5343E+00	
2.3200E+01	7.6549E-01	7.4300E-01	1.5085E+00	
2.3200E+01	7.5789E-01	7.4300E-01	1.5009E+00	
2.3200E+01	7.5210E-01	7.4300E-01	1.4951E+00	
2.3200E+01	7.4861E-01	7.7800E-01	1.5266E+00	
2.3300E+01	7.4734E-01	8.4300E-01	1.5903E+00	
2.3300E+01	7.4139E-01	9.2000E-01	1.6614E+00	
2.3300E+01	7.2769E-01	9.5200E-01	1.6797E+00	
2.3300E+01	7.2310E-01	8.9900E-01	1.6221E+00	
2.3300E+01	7.2383E-01	8.3600E-01	1.5598E+00	
2.3400E+01	7.3009E-01	8.0400E-01	1.5341E+00	
2.3400E+01	7.4177E-01	8.0900E-01	1.5508E+00	
2.3400E+01	7.5999E-01	8.1600E-01	1.5760E+00	
2.3400E+01	7.8430E-01	8.3500E-01	1.6193E+00	
2.3400E+01	8.1487E-01	8.5800E-01	1.6729E+00	
2.3500E+01	8.4927E-01	8.8000E-01	1.7293E+00	
2.3500E+01	8.8586E-01	8.7200E-01	1.7579E+00	
2.3500E+01	9.5655E-01	8.4700E-01	1.8035E+00	
2.3500E+01	9.9330E-01	8.1500E-01	1.8083E+00	
2.3500E+01	9.9398E-01	7.9200E-01	1.7860E+00	
2.3600E+01	9.7551E-01	7.9100E-01	1.7665E+00	
2.3600E+01	9.7010E-01	8.1300E-01	1.7831E+00	
2.3600E+01	9.6031E-01	8.1100E-01	1.7713E+00	
2.3600E+01	9.7826E-01	8.1000E-01	1.7883E+00	
2.3600E+01	1.0017E+00	8.1000E-01	1.8117E+00	
2.3700E+01	1.0001E+00	8.1300E-01	1.8131E+00	
2.3700E+01	9.7458E-01	8.2300E-01	1.7976E+00	
2.3700E+01	9.4261E-01	8.3600E-01	1.7786E+00	
2.3700E+01	9.2963E-01	8.5000E-01	1.7796E+00	
2.3700E+01	9.2217E-01	8.6700E-01	1.7892E+00	
2.3800E+01	9.1697E-01	8.8400E-01	1.8010E+00	
2.3800E+01	9.1546E-01	8.9900E-01	1.8145E+00	
2.3800E+01	9.1565E-01	9.1200E-01	1.8277E+00	
2.3800E+01	9.1038E-01	9.2600E-01	1.8364E+00	
2.3800E+01	9.0040E-01	9.5300E-01	1.8534E+00	
2.3900E+01	8.8366E-01	9.8800E-01	1.8717E+00	
2.3900E+01	8.5865E-01	9.9800E-01	1.8566E+00	
2.3900E+01	8.2197E-01	1.0100E+00	1.8320E+00	
2.3900E+01	7.8091E-01	1.0400E+00	1.8209E+00	
2.3900E+01	7.6578E-01	1.1300E+00	1.8958E+00	
2.4000E+01	7.8424E-01	1.1800E+00	1.9642E+00	
2.4000E+01	8.2762E-01	1.1500E+00	1.9776E+00	
2.4000E+01	9.0131E-01	1.1300E+00	2.0313E+00	
2.4000E+01	1.0039E+00	1.1800E+00	2.1839E+00	
2.4000E+01	1.0671E+00	1.1600E+00	2.2271E+00	
2.4100E+01	1.0173E+00	1.1100E+00	2.1273E+00	
2.4100E+01	9.4477E-01	1.1000E+00	2.0448E+00	
2.4100E+01	9.0133E-01	1.0900E+00	1.9913E+00	
2.4100E+01	8.9212E-01	1.0900E+00	1.9821E+00	
2.4100E+01	8.8657E-01	1.0800E+00	1.9666E+00	
2.4200E+01	8.8025E-01	1.0500E+00	1.9303E+00	
2.4200E+01	8.7932E-01	1.0200E+00	1.8993E+00	
2.4200E+01	8.8345E-01	9.7800E-01	1.8614E+00	
2.4200E+01	8.9132E-01	9.2800E-01	1.8193E+00	
2.4200E+01	9.1446E-01	8.8000E-01	1.7945E+00	
2.4300E+01	8.1767E-01	8.5200E-01	1.6697E+00	
2.4300E+01	7.4563E-01	8.4100E-01	1.5866E+00	
2.4300E+01	7.2476E-01	8.3600E-01	1.5608E+00	
2.4300E+01	7.1174E-01	8.3900E-01	1.5507E+00	
2.4300E+01	7.0920E-01	8.4100E-01	1.5502E+00	
2.4400E+01	7.1564E-01	8.6100E-01	1.5766E+00	
2.4400E+01	7.2719E-01	8.9200E-01	1.6192E+00	
2.4400E+01	7.4320E-01	9.2700E-01	1.6702E+00	
2.4400E+01	7.6087E-01	9.7600E-01	1.7369E+00	
2.4400E+01	7.8079E-01	9.8800E-01	1.7688E+00	
2.4500E+01	8.0500E-01	9.5100E-01	1.7560E+00	
2.4500E+01	8.3109E-01	9.1700E-01	1.7481E+00	
2.4500E+01	8.5976E-01	9.1300E-01	1.7728E+00	
2.4500E+01	8.8381E-01	9.1300E-01	1.7968E+00	
2.4500E+01	8.9746E-01	9.1700E-01	1.8145E+00	
2.4600E+01	9.0149E-01	9.2000E-01	1.8215E+00	
2.4600E+01	8.9171E-01	9.1800E-01	1.8097E+00	
2.4600E+01	8.7168E-01	9.1400E-01	1.7857E+00	
2.4600E+01	8.5074E-01	9.1100E-01	1.7617E+00	
2.4600E+01	8.3803E-01	9.1200E-01	1.7500E+00	
2.4700E+01	8.3064E-01	9.0900E-01	1.7396E+00	
2.4700E+01	8.3036E-01	8.8700E-01	1.7174E+00	
2.4700E+01	8.4042E-01	8.6400E-01	1.7044E+00	
2.4700E+01	8.5849E-01	8.4000E-01	1.6985E+00	
2.4700E+01	8.6955E-01	8.0300E-01	1.6726E+00	
2.4800E+01	8.8079E-01	7.8900E-01	1.6698E+00	
2.4800E+01	9.1249E-01	7.9500E-01	1.7075E+00	
2.4800E+01	9.4131E-01	8.4000E-01	1.7813E+00	
2.4800E+01	9.6625E-01	8.7500E-01	1.8412E+00	
2.4800E+01	9.8660E-01	9.0100E-01	1.8876E+00	
2.4900E+01	1.0059E+00	9.3000E-01	1.9359E+00	
2.4900E+01	1.0124E+00	9.4200E-01	1.9544E+00	
2.4900E+01	9.9766E-01	9.6000E-01	1.9577E+00	
2.4900E+01	9.8321E-01	9.9900E-01	1.9822E+00	
2.4900E+01	9.6475E-01	1.0300E+00	1.9948E+00	
2.5000E+01	9.3988E-01	1.0300E+00	1.9699E+00	
2.5000E+01	9.1924E-01	1.0200E+00	1.9392E+00	
2.5000E+01	9.0048E-01	1.0200E+00	1.9205E+00	
2.5000E+01	8.8914E-01	1.0200E+00	1.9091E+00	
2.5000E+01	9.6079E-01	1.0300E+00	1.9908E+00	
2.5100E+01	9.4339E-01	1.0500E+00	1.9934E+00	
2.5100E+01	9.6131E-01	1.0600E+00	2.0213E+00	
2.5100E+01	9.4401E-01	1.0700E+00	2.0140E+00	
2.5100E+01	9.3404E-01	1.0900E+00	2.0240E+00	
2.5100E+01	9.1436E-01	1.1000E+00	2.0144E+00	
2.5200E+01	8.9430E-01	1.1200E+00	2.0143E+00	
2.5200E+01	8.7355E-01	1.1600E+00	2.0335E+00	
2.5200E+01	8.5333E-01	1.1900E+00	2.0433E+00	
